,index,id,name,date,record_identifier,status_of_system,latitude,longitude,maximum_sustained_wind_knots,maximum_pressure,34_kt_ne,34_kt_se,34_kt_sw,34_kt_nw,50_kt_ne,50_kt_se,50_kt_sw,50_kt_nw,64_kt_ne,64_kt_se,64_kt_sw,64_kt_nw,lat/long,address
42565,42565,AL032003,BILL,2003-06-30 19:00:00,L,TS,29.3,-91.0,50,997.0,,,,,,,,,,,,,"29.3,-91.0","Terrebonne Parish, Louisiana, United States"
42593,42593,AL042003,CLAUDETTE,2003-07-11 10:00:00,L,TS,20.8,-86.9,50,1009.0,,,,,,,,,,,,,"20.8,-86.9",México
42611,42611,AL042003,CLAUDETTE,2003-07-15 15:30:00,L,HU,28.3,-96.2,80,979.0,,,,,,,,,,,,,"28.3,-96.2",United States
42675,42675,AL072003,UNNAMED,2003-07-26 06:00:00,L,TD,31.5,-81.3,25,1018.0,,,,,,,,,,,,,"31.5,-81.3","McIntosh County, Georgia, United States"
42686,42686,AL082003,ERIKA,2003-08-16 10:30:00,L,HU,25.3,-97.4,65,986.0,,,,,,,,,,,,,"25.3,-97.4","Las Higuerillas, Municipio de Matamoros, Tamaulipas, México"
42751,42751,AL112003,GRACE,2003-08-31 11:00:00,L,TS,29.4,-95.1,35,1007.0,,,,,,,,,,,,,"29.4,-95.1","Avenue Q, Santa Fe, Galveston County, Texas, 77510, United States"
42771,42771,AL122003,HENRI,2003-09-06 09:00:00,L,TD,27.9,-82.8,30,1006.0,,,,,,,,,,,,,"27.9,-82.8","1870, 11th Street Southwest, Ridgecrest, Pinellas County, Florida, 33778, United States"
42833,42833,AL132003,ISABEL,2003-09-18 17:00:00,L,HU,34.9,-76.2,90,957.0,,,,,,,,,,,,,"34.9,-76.2","Carteret County, North Carolina, United States"
42869,42869,AL152003,JUAN,2003-09-29 03:00:00,L,HU,44.4,-63.8,85,973.0,,,,,,,,,,,,,"44.4,-63.8","Halifax Regional Municipality, Halifax County, Nova Scotia, Canada"
42961,42961,AL172003,LARRY,2003-10-05 10:00:00,L,TS,18.4,-93.5,50,996.0,,,,,,,,,,,,,"18.4,-93.5","Paraíso, Tabasco, México"
43076,43076,AL202003,ODETTE,2003-12-06 23:00:00,L,TS,17.8,-71.5,50,995.0,,,,,,,,,,,,,"17.8,-71.5","Sabana Juan de Lino, Oviedo, Pedernales, República Dominicana"
43166,43166,AL022004,BONNIE,2004-08-12 14:00:00,L,TS,29.6,-85.1,40,1002.0,,,,,,,,,,,,,"29.6,-85.1","Franklin County, Florida, United States"
43188,43188,AL032004,CHARLEY,2004-08-13 04:30:00,L,HU,22.7,-82.6,105,966.0,,,,,,,,,,,,,"22.7,-82.6","La Europa, Alquízar, Artemisa, Cuba"
43192,43192,AL032004,CHARLEY,2004-08-13 19:45:00,L,HU,26.6,-82.2,130,941.0,,,,,,,,,,,,,"26.6,-82.2","Lee County, Florida, United States"
43193,43193,AL032004,CHARLEY,2004-08-13 20:45:00,L,HU,26.9,-82.1,125,942.0,,,,,,,,,,,,,"26.9,-82.1","Charlotte County, Florida, United States"
43197,43197,AL032004,CHARLEY,2004-08-14 14:00:00,L,HU,33.0,-79.4,70,992.0,,,,,,,,,,,,,"33.0,-79.4","Charleston County, South Carolina, United States"
43198,43198,AL032004,CHARLEY,2004-08-14 16:00:00,L,HU,33.8,-78.7,65,997.0,,,,,,,,,,,,,"33.8,-78.7","Crescent Beach, North Myrtle Beach, Horry County, South Carolina, 29582, United States"
43288,43288,AL062004,FRANCES,2004-09-01 07:00:00,P,HU,21.1,-68.1,120,935.0,,,,,,,,,,,,,"21.1,-68.1",Bermuda Triangle
43293,43293,AL062004,FRANCES,2004-09-02 07:30:00,W,HU,22.8,-72.8,125,936.0,,,,,,,,,,,,,"22.8,-72.8",Bermuda Triangle
43296,43296,AL062004,FRANCES,2004-09-02 19:30:00,L,HU,24.0,-74.5,110,948.0,,,,,,,,,,,,,"24.0,-74.5",Bermuda Triangle
43298,43298,AL062004,FRANCES,2004-09-03 05:30:00,L,HU,24.6,-75.6,100,954.0,,,,,,,,,,,,,"24.6,-75.6",Bermuda Triangle
43300,43300,AL062004,FRANCES,2004-09-03 10:00:00,L,HU,25.1,-76.1,95,956.0,,,,,,,,,,,,,"25.1,-76.1",Bermuda Triangle
43305,43305,AL062004,FRANCES,2004-09-04 10:00:00,L,HU,26.6,-78.2,90,961.0,,,,,,,,,,,,,"26.6,-78.2","East Grand Bahama, The Bahamas"
43309,43309,AL062004,FRANCES,2004-09-05 04:30:00,L,HU,27.2,-80.2,90,960.0,,,,,,,,,,,,,"27.2,-80.2","35, Heritage Way, Sewall's Point, Martin County, Florida, 34996, United States"
43316,43316,AL062004,FRANCES,2004-09-06 18:00:00,L,TS,30.1,-84.0,50,982.0,60.0,90.0,90.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,"30.1,-84.0","Jefferson County, Florida, United States"
43342,43342,AL072004,GASTON,2004-08-29 14:00:00,L,HU,33.0,-79.6,65,985.0,,,,,,,,,,,,,"33.0,-79.6","Charleston County, South Carolina, United States"
43375,43375,AL082004,HERMINE,2004-08-31 06:00:00,L,TS,41.5,-70.9,35,1012.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"41.5,-70.9","Bristol County, Massachusetts, United States"
43398,43398,AL092004,IVAN,2004-09-07 21:30:00,C,HU,11.9,-61.8,110,952.0,,,,,,,,,,,,,"11.9,-61.8","Glover Island, Grenada"
43412,43412,AL092004,IVAN,2004-09-11 03:30:00,C,HU,17.4,-77.2,130,924.0,,,,,,,,,,,,,"17.4,-77.2",Jamaica
43419,43419,AL092004,IVAN,2004-09-12 14:15:00,C,HU,18.9,-81.5,130,920.0,,,,,,,,,,,,,"18.9,-81.5",
43425,43425,AL092004,IVAN,2004-09-13 21:00:00,P,HU,22.1,-84.8,140,910.0,,,,,,,,,,,,,"22.1,-84.8","Pinar del Río, Cuba"
43427,43427,AL092004,IVAN,2004-09-14 01:00:00,C,HU,21.7,-85.2,140,916.0,,,,,,,,,,,,,"21.7,-85.2",
43437,43437,AL092004,IVAN,2004-09-16 06:50:00,L,HU,30.2,-87.9,105,946.0,,,,,,,,,,,,,"30.2,-87.9","Baldwin County, Alabama, United States"
43469,43469,AL092004,IVAN,2004-09-24 02:00:00,L,TD,29.8,-93.6,30,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"29.8,-93.6","Cameron Parish, Louisiana, United States"
43486,43486,AL112004,JEANNE,2004-09-14 04:00:00,L,TD,16.2,-61.3,30,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"16.2,-61.3","Guadeloupe, France"
43493,43493,AL112004,JEANNE,2004-09-15 16:00:00,L,TS,18.0,-66.0,60,991.0,,,,,,,,,,,,,"18.0,-66.0","PR-757, Valle de Providencia, Pollos, Patillas, Puerto Rico, 00723, United States"
43497,43497,AL112004,JEANNE,2004-09-16 11:00:00,L,HU,18.6,-68.3,70,985.0,,,,,,,,,,,,,"18.6,-68.3","La Altagracia, República Dominicana"
43535,43535,AL112004,JEANNE,2004-09-25 14:00:00,L,HU,26.7,-77.3,100,956.0,,,,,,,,,,,,,"26.7,-77.3","Treasure Cay, North Abaco, The Bahamas"
43538,43538,AL112004,JEANNE,2004-09-26 04:00:00,L,HU,27.2,-80.2,105,950.0,,,,,,,,,,,,,"27.2,-80.2","35, Heritage Way, Sewall's Point, Martin County, Florida, 34996, United States"
43664,43664,AL142004,MATTHEW,2004-10-10 11:00:00,L,TS,29.2,-91.0,35,999.0,,,,,,,,,,,,,"29.2,-91.0","Terrebonne Parish, Louisiana, United States"
43723,43723,AL012005,ARLENE,2005-06-10 08:00:00,L,TS,21.8,-84.5,45,1000.0,,,,,,,,,,,,,"21.8,-84.5","Punta Caimán, Sandino, Pinar del Río, Cuba"
43727,43727,AL012005,ARLENE,2005-06-11 01:00:00,I,TS,26.5,-85.6,60,989.0,,,,,,,,,,,,,"26.5,-85.6",
43731,43731,AL012005,ARLENE,2005-06-11 19:00:00,L,TS,30.3,-87.5,50,991.0,,,,,,,,,,,,,"30.3,-87.5","30851, Peninsula Drive, Orange Beach, Baldwin County, Alabama, 36561, United States"
43743,43743,AL022005,BRET,2005-06-28 22:35:00,I,TS,19.9,-95.7,35,1002.0,,,,,,,,,,,,,"19.9,-95.7",
43746,43746,AL022005,BRET,2005-06-29 12:00:00,L,TS,20.8,-97.3,35,1005.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"20.8,-97.3","Praxedis Guerrero (Kilómetro 18), Terrenos del Lote ""Santiago de la Peña"", Tuxpan, Veracruz de Ignacio de la Llave, México"
43751,43751,AL032005,CINDY,2005-07-04 03:30:00,L,TD,19.0,-87.6,30,1007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"19.0,-87.6","Bacalar, Quintana Roo, México"
43760,43760,AL032005,CINDY,2005-07-06 03:00:00,L,HU,29.2,-90.1,65,991.0,,,,,,,,,,,,,"29.2,-90.1","Lafourche Parish, Louisiana, United States"
43762,43762,AL032005,CINDY,2005-07-06 09:00:00,L,TS,30.2,-89.5,45,995.0,,,,,,,,,,,,,"30.2,-89.5","Hancock County, Mississippi, United States"
43784,43784,AL042005,DENNIS,2005-07-04 21:00:00,L,TD,12.1,-61.6,30,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"12.1,-61.6","Marquis, Saint Andrew, Grenada"
43798,43798,AL042005,DENNIS,2005-07-08 02:45:00,L,HU,19.9,-77.6,120,956.0,,,,,,,,,,,,,"19.9,-77.6","Niquero, Granma, 87800, Cuba"
43802,43802,AL042005,DENNIS,2005-07-08 18:45:00,L,HU,22.1,-80.7,120,941.0,,,,,,,,,,,,,"22.1,-80.7","Ciénaga de Zapata, Matanzas, Cuba"
43811,43811,AL042005,DENNIS,2005-07-10 19:30:00,L,HU,30.4,-87.1,105,946.0,,,,,,,,,,,,,"30.4,-87.1","Santa Rosa County, Florida, United States"
43856,43856,AL052005,EMILY,2005-07-14 07:00:00,L,HU,12.0,-61.8,75,989.0,,,,,,,,,,,,,"12.0,-61.8","Calliste, Saint George, 1473, Grenada"
43873,43873,AL052005,EMILY,2005-07-18 06:30:00,L,HU,20.3,-87.4,115,955.0,,,,,,,,,,,,,"20.3,-87.4","Tulum, Quintana Roo, México"
43882,43882,AL052005,EMILY,2005-07-20 12:00:00,L,HU,24.8,-97.6,110,944.0,140.0,110.0,75.0,90.0,100.0,60.0,40.0,65.0,60.0,35.0,25.0,40.0,"24.8,-97.6","San Fernando, Tamaulipas, México"
43930,43930,AL072005,GERT,2005-07-25 00:00:00,L,TS,21.8,-97.6,40,1005.0,75.0,75.0,50.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"21.8,-97.6","Tampico Alto, Veracruz de Ignacio de la Llave, México"
44060,44060,AL112005,JOSE,2005-08-23 03:30:00,L,TS,19.7,-96.4,50,998.0,,,,,,,,,,,,,"19.7,-96.4","El Viejón Nuevo, Actopan, Veracruz de Ignacio de la Llave, México"
44072,44072,AL122005,KATRINA,2005-08-25 22:30:00,L,HU,26.0,-80.1,70,984.0,,,,,,,,,,,,,"26.0,-80.1","Beverly Beach, Hollywood, Broward County, Florida, 33009-4818, United States"
44087,44087,AL122005,KATRINA,2005-08-29 11:10:00,L,HU,29.3,-89.6,110,920.0,,,,,,,,,,,,,"29.3,-89.6","Plaquemines Parish, Louisiana, United States"
44089,44089,AL122005,KATRINA,2005-08-29 14:45:00,L,HU,30.2,-89.6,105,928.0,,,,,,,,,,,,,"30.2,-89.6","St. Tammany Parish, Louisiana, United States"
44205,44205,AL162005,OPHELIA,2005-09-06 16:00:00,L,TD,26.6,-78.3,25,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"26.6,-78.3","High Rock, East Grand Bahama, The Bahamas"
44317,44317,AL182005,RITA,2005-09-22 03:00:00,I,HU,24.7,-87.3,155,895.0,,,,,,,,,,,,,"24.7,-87.3",
44327,44327,AL182005,RITA,2005-09-24 07:40:00,L,HU,29.7,-93.7,100,937.0,,,,,,,,,,,,,"29.7,-93.7","Cameron Parish, Louisiana, United States"
44349,44349,AL202005,STAN,2005-10-02 10:00:00,L,TS,19.6,-87.5,35,1003.0,,,,,,,,,,,,,"19.6,-87.5",México
44358,44358,AL202005,STAN,2005-10-04 12:00:00,L,HU,18.6,-94.9,70,977.0,90.0,75.0,75.0,75.0,45.0,30.0,30.0,30.0,15.0,15.0,15.0,15.0,"18.6,-94.9",México
44372,44372,AL222005,TAMMY,2005-10-05 23:00:00,L,TS,30.4,-81.4,45,1002.0,,,,,,,,,,,,,"30.4,-81.4","Bon Hommes Richard Street, Jacksonville, Duval County, Florida, 32228, United States"
44418,44418,AL242005,VINCE,2005-10-11 09:00:00,L,TD,37.2,-7.1,30,1002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"37.2,-7.1","Agua del Pino, Cartaya, Costa Occidental, Huelva, Andalucía, 21459, España"
44445,44445,AL252005,WILMA,2005-10-21 21:45:00,L,HU,20.6,-86.8,130,927.0,,,,,,,,,,,,,"20.6,-86.8",México
44447,44447,AL252005,WILMA,2005-10-22 03:30:00,L,HU,20.8,-86.9,115,933.0,,,,,,,,,,,,,"20.8,-86.9",México
44457,44457,AL252005,WILMA,2005-10-24 10:30:00,L,HU,25.9,-81.7,105,950.0,,,,,,,,,,,,,"25.9,-81.7","Caxambas, Marco Island, Collier County, Florida, 34145-0000, United States"
44472,44472,AL262005,ALPHA,2005-10-23 10:00:00,L,TS,18.3,-71.3,45,1000.0,,,,,,,,,,,,,"18.3,-71.3","Cristóbal, Independencia, República Dominicana"
44494,44494,AL272005,BETA,2005-10-30 12:00:00,L,HU,12.9,-83.5,90,970.0,50.0,50.0,50.0,50.0,25.0,25.0,25.0,25.0,15.0,15.0,15.0,15.0,"12.9,-83.5","Karawala, South Caribbean Coast Autonomous Region, 82900, Nicaragua"
44665,44665,AL012006,ALBERTO,2006-06-13 16:30:00,L,TS,29.9,-83.7,40,998.0,,,,,,,,,,,,,"29.9,-83.7","Taylor County, Florida, United States"
44714,44714,AL032006,BERYL,2006-07-21 06:45:00,L,TS,41.3,-70.1,45,1000.0,,,,,,,,,,,,,"41.3,-70.1","Brant Point, Nantucket, Nantucket County, Massachusetts, 02554, United States"
44784,44784,AL062006,ERNESTO,2006-08-28 11:15:00,L,TS,19.9,-75.5,35,1005.0,,,,,,,,,,,,,"19.9,-75.5","Sigua, Santiago de Cuba, Cuba"
44792,44792,AL062006,ERNESTO,2006-08-30 03:00:00,L,TS,24.9,-80.6,40,1003.0,,,,,,,,,,,,,"24.9,-80.6","Monroe County, Florida, United States"
44793,44793,AL062006,ERNESTO,2006-08-30 05:00:00,L,TS,25.2,-80.7,40,1003.0,,,,,,,,,,,,,"25.2,-80.7","Miami-Dade County, Florida, United States"
44802,44802,AL062006,ERNESTO,2006-09-01 03:40:00,L,TS,33.9,-78.1,60,985.0,,,,,,,,,,,,,"33.9,-78.1","Brunswick County, North Carolina, United States"
45063,45063,AL022007,BARRY,2007-06-02 14:00:00,L,TD,27.5,-82.7,30,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"27.5,-82.7","Manatee Avenue, Manatee County, Florida, 34217, United States"
45132,45132,AL042007,DEAN,2007-08-21 08:30:00,L,HU,18.7,-87.7,150,905.0,,,,,,,,,,,,,"18.7,-87.7","Mahahual, Othón P. Blanco, Quintana Roo, 77976, México"
45138,45138,AL042007,DEAN,2007-08-22 16:30:00,L,HU,20.5,-97.0,85,974.0,,,,,,,,,,,,,"20.5,-97.0",México
45147,45147,AL052007,ERIN,2007-08-16 10:30:00,L,TD,28.0,-96.9,30,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.0,-96.9","Aransas County, Texas, United States"
45166,45166,AL062007,FELIX,2007-09-01 08:45:00,L,TS,12.1,-61.7,45,1001.0,,,,,,,,,,,,,"12.1,-61.7","Grand Etang Lake, Mango, Willis, Saint George, ST. GEORGE, Grenada"
45175,45175,AL062007,FELIX,2007-09-03 07:00:00,I,HU,14.0,-75.3,150,929.0,,,,,,,,,,,,,"14.0,-75.3",
45180,45180,AL062007,FELIX,2007-09-04 12:00:00,L,HU,14.3,-83.2,140,934.0,100.0,60.0,30.0,100.0,60.0,40.0,20.0,60.0,40.0,20.0,10.0,40.0,"14.3,-83.2","Awastara, Bilwi, North Caribbean Coast Autonomous Region, 71000, Nicaragua"
45197,45197,AL072007,GABRIELLE,2007-09-09 15:30:00,L,TS,34.8,-76.4,50,1005.0,,,,,,,,,,,,,"34.8,-76.4","Carteret County, North Carolina, United States"
45236,45236,AL092007,HUMBERTO,2007-09-13 07:00:00,L,HU,29.6,-94.3,80,985.0,,,,,,,,,,,,,"29.6,-94.3","Jefferson County, Texas, United States"
45244,45244,AL102007,TEN,2007-09-22 00:00:00,L,TD,30.4,-86.7,25,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"30.4,-86.7","Santa Rosa Boulevard, Okaloosa County, Florida, 32548, United States"
45283,45283,AL132007,LORENZO,2007-09-28 05:00:00,L,HU,20.5,-97.0,65,993.0,,,,,,,,,,,,,"20.5,-97.0",México
45366,45366,AL162007,NOEL,2007-10-29 07:00:00,L,TS,18.1,-72.5,45,1002.0,,,,,,,,,,,,,"18.1,-72.5","Jacmel, Commune Jacmel, Arrondissement de Jacmel, Département du Sud-Est, 9110, Ayiti"
45370,45370,AL162007,NOEL,2007-10-30 06:00:00,L,TS,21.1,-75.8,50,997.0,175.0,150.0,0.0,100.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,"21.1,-75.8","Cuatro Veredas Yaguajay, Cuatro Veredas de Yaguajay, Banes, Holguín, 84170, Cuba"
45380,45380,AL162007,NOEL,2007-11-01 13:15:00,L,TS,24.1,-77.9,50,993.0,,,,,,,,,,,,,"24.1,-77.9","Mangrove Cay, The Bahamas"
45381,45381,AL162007,NOEL,2007-11-01 17:45:00,L,TS,25.0,-77.4,55,992.0,,,,,,,,,,,,,"25.0,-77.4","Nassau, New Providence, The Bahamas"
45404,45404,AL172007,OLGA,2007-12-11 07:00:00,L,SS,18.4,-66.5,40,1005.0,,,,,,,,,,,,,"18.4,-66.5","Antigua Carretera Manatí - Ciales, Cerro Gandía, Barrio Pueblo, Manatí, Puerto Rico, 00674, United States"
45406,45406,AL172007,OLGA,2007-12-11 18:00:00,L,TS,18.5,-68.4,50,1003.0,225.0,30.0,0.0,175.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"18.5,-68.4","Boulevard Principal, Higüey, La Altagracia, República Dominicana"
45427,45427,AL012008,ARTHUR,2008-05-31 09:00:00,L,TS,17.9,-88.2,40,1004.0,200.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"17.9,-88.2","Belize District, Belize"
45454,45454,AL022008,BERTHA,2008-07-07 21:00:00,I,HU,20.3,-51.9,110,952.0,100.0,60.0,45.0,100.0,50.0,30.0,20.0,50.0,20.0,0.0,0.0,20.0,"20.3,-51.9",
45530,45530,AL042008,DOLLY,2008-07-21 05:30:00,L,TS,20.8,-87.0,45,1007.0,150.0,150.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"20.8,-87.0","Solidaridad, Quintana Roo, México"
45541,45541,AL042008,DOLLY,2008-07-23 14:00:00,I,HU,26.0,-96.8,85,963.0,120.0,120.0,100.0,100.0,50.0,50.0,50.0,40.0,20.0,20.0,20.0,20.0,"26.0,-96.8",
45543,45543,AL042008,DOLLY,2008-07-23 18:20:00,L,HU,26.4,-97.2,75,967.0,120.0,120.0,45.0,45.0,40.0,40.0,30.0,30.0,30.0,20.0,20.0,20.0,"26.4,-97.2","Cameron County, Texas, United States"
45544,45544,AL042008,DOLLY,2008-07-23 20:00:00,L,HU,26.4,-97.4,70,967.0,120.0,120.0,45.0,45.0,40.0,40.0,30.0,30.0,30.0,20.0,20.0,20.0,"26.4,-97.4","Willacy County, Texas, United States"
45566,45566,AL052008,EDOUARD,2008-08-05 12:00:00,L,TS,29.6,-94.2,55,996.0,60.0,60.0,45.0,45.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"29.6,-94.2","Texas, United States"
45573,45573,AL062008,FAY,2008-08-15 14:30:00,L,TS,18.5,-68.4,35,1009.0,,,,,,,,,,,,,"18.5,-68.4","Boulevard Principal, Higüey, La Altagracia, República Dominicana"
45577,45577,AL062008,FAY,2008-08-16 11:45:00,L,TS,18.8,-72.8,40,1007.0,,,,,,,,,,,,,"18.8,-72.8","Anse-à-Galets, Commune Anse-à-Galet, Arrondissement de La Gonâve, Département de l'Ouest, Ayiti"
45582,45582,AL062008,FAY,2008-08-17 09:00:00,L,TS,19.9,-77.4,45,1004.0,,,,,,,,,,,,,"19.9,-77.4","Macaca, Pilón, Granma, Cuba"
45587,45587,AL062008,FAY,2008-08-18 07:00:00,L,TS,22.1,-80.8,45,1003.0,,,,,,,,,,,,,"22.1,-80.8","Ciénaga de Zapata, Matanzas, Cuba"
45590,45590,AL062008,FAY,2008-08-18 20:30:00,L,TS,24.5,-81.8,50,998.0,,,,,,,,,,,,,"24.5,-81.8","Monroe County, Florida, United States"
45593,45593,AL062008,FAY,2008-08-19 08:45:00,L,TS,25.9,-81.6,55,991.0,,,,,,,,,,,,,"25.9,-81.6","Collier County, Florida, United States"
45604,45604,AL062008,FAY,2008-08-21 19:00:00,L,TS,29.3,-81.1,55,993.0,,,,,,,,,,,,,"29.3,-81.1","13, Tomoka View Drive, Ormond Beach, Volusia County, Florida, 32174, United States"
45611,45611,AL062008,FAY,2008-08-23 06:15:00,L,TS,29.8,-84.7,45,997.0,,,,,,,,,,,,,"29.8,-84.7","Franklin County, Florida, United States"
45639,45639,AL072008,GUSTAV,2008-08-26 18:00:00,L,HU,18.1,-72.8,70,992.0,45.0,45.0,30.0,30.0,25.0,20.0,15.0,15.0,15.0,0.0,0.0,10.0,"18.1,-72.8","Grand'Anse, Ayiti"
45647,45647,AL072008,GUSTAV,2008-08-28 18:00:00,L,TS,18.0,-76.2,60,984.0,60.0,40.0,40.0,40.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,"18.0,-76.2",Jamaica
45649,45649,AL072008,GUSTAV,2008-08-29 02:00:00,L,TS,17.9,-77.2,60,987.0,90.0,80.0,40.0,50.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,"17.9,-77.2","Hayes, Clarendon, Middlesex County, JAMAICA, Jamaica"
45656,45656,AL072008,GUSTAV,2008-08-30 18:00:00,L,HU,21.6,-82.5,125,943.0,150.0,120.0,90.0,120.0,100.0,90.0,45.0,60.0,60.0,40.0,25.0,30.0,"21.6,-82.5","Isla de la Juventud, Cuba"
45657,45657,AL072008,GUSTAV,2008-08-30 22:00:00,L,HU,22.4,-83.1,135,941.0,155.0,120.0,95.0,125.0,100.0,90.0,50.0,65.0,60.0,45.0,20.0,30.0,"22.4,-83.1","Pinar del Río, Cuba"
45665,45665,AL072008,GUSTAV,2008-09-01 15:00:00,L,HU,29.2,-90.7,90,954.0,175.0,175.0,140.0,135.0,130.0,100.0,70.0,75.0,35.0,50.0,40.0,30.0,"29.2,-90.7","Terrebonne Parish, Louisiana, United States"
45702,45702,AL082008,HANNA,2008-09-02 00:00:00,L,HU,21.8,-72.3,75,977.0,150.0,150.0,100.0,100.0,90.0,90.0,60.0,60.0,40.0,0.0,0.0,40.0,"21.8,-72.3","Providenciales, BOX 390, Turks and Caicos Islands"
45710,45710,AL082008,HANNA,2008-09-03 19:00:00,L,TS,21.7,-71.8,50,994.0,250.0,200.0,0.0,200.0,85.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,"21.7,-71.8",Bermuda Triangle
45721,45721,AL082008,HANNA,2008-09-06 07:00:00,L,TS,33.8,-78.7,60,981.0,175.0,175.0,75.0,0.0,60.0,60.0,20.0,0.0,0.0,0.0,0.0,0.0,"33.8,-78.7","Crescent Beach, North Myrtle Beach, Horry County, South Carolina, 29582, United States"
45757,45757,AL092008,IKE,2008-09-07 13:00:00,L,HU,21.0,-73.2,110,947.0,140.0,120.0,100.0,125.0,90.0,75.0,50.0,75.0,50.0,40.0,30.0,50.0,"21.0,-73.2","Inagua, 19240, The Bahamas"
45760,45760,AL092008,IKE,2008-09-08 02:00:00,L,HU,21.1,-75.7,115,945.0,150.0,140.0,100.0,125.0,90.0,105.0,50.0,75.0,50.0,40.0,30.0,50.0,"21.1,-75.7","Río Seco Dieciseis, Río Seco 16, Banes, Holguín, Cuba"
45767,45767,AL092008,IKE,2008-09-09 14:00:00,L,HU,22.6,-82.9,70,965.0,155.0,155.0,100.0,170.0,90.0,75.0,30.0,90.0,30.0,0.0,0.0,30.0,"22.6,-82.9","Candelaria, Artemisa, Cuba"
45783,45783,AL092008,IKE,2008-09-13 07:00:00,L,HU,29.3,-94.7,95,950.0,225.0,200.0,125.0,125.0,150.0,160.0,80.0,75.0,110.0,90.0,55.0,45.0,"29.3,-94.7","Galveston, Galveston County, Texas, United States"
45842,45842,AL112008,KYLE,2008-09-29 00:00:00,L,HU,43.8,-66.2,65,985.0,210.0,210.0,110.0,75.0,75.0,90.0,60.0,45.0,70.0,50.0,40.0,40.0,"43.8,-66.2","Yarmouth Municipal District, Yarmouth County, Nova Scotia, Canada"
45889,45889,AL132008,MARCO,2008-10-07 12:00:00,L,TS,19.9,-96.5,55,998.0,15.0,15.0,15.0,15.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,"19.9,-96.5","Santander, Alto Lucero de Gutiérrez Barrios, Veracruz de Ignacio de la Llave, México"
45942,45942,AL162008,SIXTEEN,2008-10-15 12:30:00,L,TD,15.8,-84.5,25,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"15.8,-84.5","Brus Laguna, Gracias a Dios, Honduras"
45959,45959,AL172008,PALOMA,2008-11-09 01:00:00,L,HU,20.7,-78.0,85,970.0,80.0,60.0,40.0,70.0,30.0,30.0,30.0,30.0,15.0,15.0,15.0,15.0,"20.7,-78.0","Santa Cruz Sur, Ciudad de Santa Cruz del Sur, Santa Cruz del Sur, Camagüey, Cuba"
46058,46058,AL032009,BILL,2009-08-24 02:00:00,S,TS,46.8,-56.4,60,974.0,225.0,250.0,240.0,150.0,100.0,120.0,60.0,75.0,0.0,0.0,0.0,0.0,"46.8,-56.4","Saint-Pierre-et-Miquelon, France"
46059,46059,AL032009,BILL,2009-08-24 03:00:00,L,TS,46.9,-56.0,60,976.0,225.0,250.0,240.0,150.0,100.0,120.0,60.0,75.0,0.0,0.0,0.0,0.0,"46.9,-56.0","Point May, unincorporated Newfoundland, Newfoundland, Newfoundland and Labrador, Canada"
46072,46072,AL042009,CLAUDETTE,2009-08-17 05:30:00,L,TS,30.4,-86.5,40,1005.0,,,,,,,,,,,,,"30.4,-86.5","345, Evergreen Place, Destin, Okaloosa County, Florida, 32541, United States"
46076,46076,AL052009,DANNY,2009-08-26 09:00:00,G,TS,24.3,-69.6,40,1009.0,120.0,120.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"24.3,-69.6",Bermuda Triangle
